Client ID,Life Science,Human Body,Plants and Microbiology,Biotechnology,Genetics,Motion,Energy,Electricity,Modern Physics,Atoms,Chemical Reactions,Organic and Inorganic Chemistry,Thermodynamics & Kinetics,Acids and Bases,Ecology,Climate change,Pollution & Waste Management,Sustainability,Problem-Solving Techniques,Mathematical Reasoning & IQ Tests,"Arithmetic (Fractions, Decimals, Ratios, Percentages)",Word based problems,Algebra & Linear Equations,Trigonometry,Calculus,Differential Equations,Discrete Mathematics,Data Analysis,Basic Statistics,Probability,Computer Operations & MS Office,C,C++,Scratch,Python,JAVA,Backend,Full-Stack Development (Frontend & Backend),"Databases (SQL, NoSQL) & APIs",Mobile App Development,Object-Oriented Programming,Web Development,Data Structures & Algorithms,AI & Machine Learning,Cybersecurity & Ethical Hacking,History,Geography,Civics & Political Science,Psychology & Sociology,Economics,Communication & Soft Skills,Entrepreneurship
251,1,0,1,0,1,1,0,0,2,0,5,4,4,5,4,4,4,4,4,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,1,0,0,2,0,0,0
252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,2,0,2,0,0,1,0,2,0,2,1,0,0,0,0,2,2,0,0,0,0,0,2,0,4,5,4,5,4,5,4
253,0,4,4,4,5,0,4,0,5,4,2,0,2,0,0,1,0,2,2,0,1,0,1,1,0,0,1,1,0,0,0,1,2,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1,1,1
254,5,4,4,4,4,4,4,0,5,0,2,0,0,2,1,0,1,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0
255,2,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,4,4,0,4,4,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
256,4,4,5,5,5,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,1,2,0,0,2,1,0,1
257,0,0,2,0,1,1,1,2,1,1,2,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,2,2,2,0,4,4,4,5,4,4
258,4,4,4,0,5,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
259,4,4,4,4,4,4,0,4,0,5,1,1,0,1,0,1,0,0,0,1,0,0,2,0,1,2,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0
260,5,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
261,0,4,0,4,4,4,5,4,5,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,1,1,1,1,2
262,4,0,0,4,0,4,4,4,5,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,2,1,0,0,0,1,2,1,2,0,2,0,0,1,0,1,0,0,0,0
263,4,5,0,4,5,4,4,4,4,0,1,0,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,1,0,1,2,0,2,0,0,2,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0
264,4,0,4,4,5,2,0,0,1,1,1,0,1,2,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,1,1,0,1,0,0,1,0,0,0
265,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,5,4,5,4,0,4,0
266,1,0,0,2,0,0,2,2,0,0,0,4,4,0,4,4,4,0,0,2,2,2,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,2,1,0,1,2,0,0
267,4,4,0,0,4,4,4,0,4,4,0,1,1,2,0,2,1,0,1,2,0,1,0,0,1,0,2,2,1,2,0,0,0,0,0,2,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0
268,0,2,0,2,1,0,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,1,0,0,1,2,0,0,2,2,1,2,1,0,0,0,0,0,1,0,1,0,2,2,0,2,0,4,0,5,0,0
269,1,0,0,2,1,0,0,1,0,1,0,0,0,1,0,4,4,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,2
270,1,1,0,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,0,1,2,1,0,0,1,1,1,1,2,0,2,1,0,1,0,2,0,0,0,0,2,0,0,0,4,4,4,0,0
271,0,0,0,0,0,2,1,1,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,0,1,0,0,2,0,2,1,1,1,2,0,1,1,1,1,4,4,0,4,5,5,0
272,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,5,4,4,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0
273,1,0,0,0,0,0,0,1,2,1,0,0,0,2,1,0,1,1,0,0,0,0,0,1,2,2,1,0,2,0,5,4,4,5,4,4,5,4,5,4,0,4,4,4,0,0,0,2,1,0,0,1
274,2,0,2,0,2,0,0,0,0,0,1,1,0,0,0,5,4,5,2,1,0,0,2,0,0,0,1,1,1,1,0,1,2,2,0,2,2,0,0,0,0,2,0,0,2,2,2,2,0,1,0,1
275,4,4,4,4,0,4,5,4,0,4,0,0,2,1,0,0,2,0,2,1,0,0,0,0,1,2,0,0,2,0,0,1,2,0,2,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0
276,5,4,4,4,0,0,4,0,4,4,0,0,1,0,2,0,0,1,0,1,0,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0
277,5,4,0,4,0,2,1,0,2,2,2,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1
278,0,0,2,1,0,0,1,0,0,2,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,4,4,4,4,4,4,0,4,4,4,4,4,5,0,0,0,0,0,1,1,0,0
279,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,4,4,4,0,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
280,0,0,0,2,1,0,1,2,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,1,0,2,0,2,2,0,2,0,1,1,0,0,0,0,1,0,0,0,5,4,4,4,0,0
281,0,5,5,0,5,5,4,4,4,4,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2
282,2,2,1,2,0,1,0,0,0,1,4,5,4,4,5,4,4,4,4,2,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,2,1,1,0,0,1,1,1,0,0
283,1,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,2,1,0,1,1,1,0,0,0,0,1,2,1,2,4,4,0,5,4,4,5,5,4,5,0,4,0,5,4,0,0,0,2,0,0,0
284,0,4,5,4,4,2,1,1,1,0,0,2,1,0,0,0,1,1,1,2,2,0,0,2,2,1,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,1
285,0,0,1,1,0,2,1,0,0,0,0,1,1,0,0,0,2,1,1,2,0,0,0,2,0,0,1,2,1,0,1,2,2,1,0,2,0,0,1,1,1,0,0,0,2,0,0,4,4,4,0,0
286,0,1,1,1,0,2,1,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,2,2,0,0,2,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,0,4,0,0,0
287,5,0,0,5,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,2,0,0,2,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0
288,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,2,0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,0,2,0,0,1,0,4,4,0,4,5,4,5
289,0,2,2,0,1,2,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,4,5,4,4,4,4,0,5,4,4,5,5,0,0,5,0,0,1,1,0,0,0
290,4,5,4,4,4,4,4,5,4,4,0,0,2,0,0,0,1,0,1,0,0,2,0,0,2,2,0,0,0,1,0,0,1,0,1,0,2,0,1,2,0,2,1,0,0,0,0,1,0,0,0,1
291,2,2,2,0,0,0,1,1,0,0,0,1,2,1,0,4,4,4,1,2,0,0,0,2,0,2,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,2,1,0,1,1,0,0
292,0,0,0,0,2,0,0,1,1,0,4,5,5,4,4,4,4,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0
293,0,0,0,4,0,0,4,0,5,5,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,2
294,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,1,0,2,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,4,0,4,0,1
295,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,4,5,0,1,0,0,0,2,0,1,2,2,2,0,2,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2,0,0
296,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,1,1,2,0,0,0,0,2,0,0,0,1,1,0,0,2,1,1,5,4,5,4,5,5,4
297,1,0,0,1,0,0,0,0,1,2,0,0,2,1,0,0,0,0,2,1,0,0,0,1,2,0,1,0,0,0,4,5,0,4,0,4,4,4,0,5,4,5,4,4,5,0,0,1,0,1,1,2
298,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,2,2,1,2,1,1,2,2,0,1,0,0,1,1,0,1,1,0,0,0,5,4,4,4,4,4,4
299,0,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,0,2,0,0,0,0,0,0,2,4,4,4,4,5,5,0,4,4,4,4,4,4,4,4,0,0,1,0,0,1,0
300,0,1,0,1,0,0,0,0,0,0,2,2,1,1,2,1,0,2,0,4,4,4,4,5,4,4,0,0,0,4,1,0,1,0,2,1,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0
301,5,4,4,0,5,0,0,2,1,0,1,1,1,1,0,1,0,0,1,0,1,1,2,1,2,0,1,1,2,2,1,1,2,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0
302,4,4,4,4,4,4,4,4,4,5,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
303,2,1,1,1,1,0,1,0,1,1,2,0,0,0,2,4,4,4,1,2,2,0,1,0,1,0,1,1,2,2,0,0,0,2,1,2,1,0,0,0,0,0,2,0,2,0,1,0,1,1,0,2
304,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,4,0,0,1,1,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,0,1,2,1,0,2,1,1,2,0,2,0,0,1
305,4,4,5,4,4,0,0,0,0,1,0,0,2,1,2,0,2,1,0,1,0,0,1,1,1,0,0,0,2,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0
306,0,0,0,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,4,4,4,2,1
307,1,2,1,1,0,0,1,0,2,0,4,0,5,5,4,0,4,4,4,0,0,1,1,0,0,1,0,2,0,0,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,2,2
308,0,0,2,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,5,4,4,4,4,5,5,5,4,0,4,0,1,0,1,2,1,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0
309,0,2,0,0,0,2,2,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,1,0,2,0,0,1,1,0,2,2,1,2,1,0,0,0,0,0,0,4,0,0,0,0
310,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,2,0,2,0,2,0,1,0,0,0,2,0,0,2,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,0,0,4,4,5,2,2
311,0,0,1,0,1,0,0,1,2,1,0,1,2,1,0,1,0,0,2,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,2,0,1,5,4,4,1,0
312,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,4,5,4,5,4,4,5,4,0,4,5,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,1,0
313,0,0,1,2,1,0,1,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,2,2,0,0,1,2,0,0,2,0,0,0,4,0,5,0,0
314,4,0,5,4,5,5,0,4,5,4,0,2,0,1,1,0,1,0,1,0,0,0,2,0,2,0,1,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0
315,4,0,5,5,4,5,0,4,4,4,0,1,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,1,0,0,2,0,1,0,0,2,0,0,1,0,0,0,1,2,0,0,2,0,0,2,0,0
316,1,0,0,1,2,0,0,1,0,0,4,0,4,5,4,4,4,4,5,0,1,1,0,0,2,1,1,0,1,1,0,0,1,0,0,1,1,0,2,2,0,1,1,0,2,1,0,0,0,0,2,0
317,0,0,2,0,0,0,0,0,0,1,0,5,4,4,4,4,5,0,5,2,0,1,1,2,0,1,1,0,0,0,0,0,2,0,1,2,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0
318,2,0,1,2,0,2,0,1,2,0,2,0,0,1,0,1,0,2,0,1,1,1,1,0,0,1,1,0,0,0,4,5,4,0,4,4,4,4,4,4,0,0,0,4,5,0,0,2,0,0,0,1
319,0,1,1,1,1,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,4,4,0,5,4,4,4,4,4,4,4,0,4,0,0,0,0,1,1,1,2,2
320,0,0,0,2,2,0,0,2,0,2,0,1,0,1,0,4,4,5,0,0,0,2,1,1,0,0,1,2,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0
321,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,4,4,0,2,0
322,5,4,4,4,4,4,4,0,0,4,0,0,0,0,1,1,1,0,0,2,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2,1
323,2,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,4,4,5,5,0,0,0,4,4,4,4,0,0,0,5,0,0,1,0,0,0,0
324,1,1,0,2,0,0,0,2,0,0,2,0,2,1,2,0,1,1,0,5,4,0,5,5,0,0,4,4,4,5,2,1,1,0,0,0,2,1,2,2,0,0,0,0,1,0,2,0,0,1,2,1
325,0,1,1,1,2,1,1,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,0,1,1,2,2,1,0,2,1,0,1,0,1,2,0,0,0,0,2,2,0,2,0,0,0,4,4,4,1,2
326,2,0,0,0,1,0,1,0,0,0,0,2,0,0,2,1,0,2,2,2,2,1,0,1,1,1,0,1,0,0,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,1,0,2,0,0,2,2
327,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,2,2,0,2,0,0,0,0,0,1,2,2,0,1,0,2,0,0,0,4,4,4,0,0
328,0,0,0,0,0,2,2,0,1,0,1,1,0,0,1,0,1,0,0,5,5,5,4,5,4,4,0,4,4,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0,1,2
329,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,4,5,4,4,4,4,4,0,4,4,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
330,0,5,0,4,4,4,5,4,4,4,2,1,2,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,2,0,1,2,1,2,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,0,2
331,0,0,0,0,0,0,2,0,0,1,5,5,4,4,4,4,5,0,4,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,1,1
332,0,0,0,0,2,1,0,0,2,0,2,0,2,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,0,0,5,0,5,0,2
333,0,0,0,2,2,0,0,0,0,1,1,0,1,2,1,0,0,0,0,4,4,4,5,5,4,4,4,0,5,5,0,2,0,2,0,2,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,0
334,0,0,1,2,1,0,0,0,1,2,0,0,0,1,1,4,4,5,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0
335,1,2,0,1,1,0,0,0,2,0,5,5,4,4,4,5,5,0,4,0,2,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2,0,0,1,0,0
336,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,5,4,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,1,2,0,0,1,1,0,1,0,0,0
337,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,4,4,5,0,4,4,4,4,4,0,2,0,1,0,0,2,0,2,0,1,0,0,2,0,1,1,1,0,0,1,1
338,4,5,4,0,4,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,1,2
339,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,4,4,4,4,4,4,4,4,0,4,5,0,0,0,0,1,0,1,1,0,2,2,1,0,0,1,2,0,0,0,1,0,0
340,2,2,0,0,1,0,1,0,1,0,0,0,1,2,2,5,0,4,1,0,0,0,0,2,1,2,0,2,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,2,0,1,0
341,2,1,0,1,1,0,0,0,0,0,4,4,4,5,0,5,4,4,4,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
342,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,0,0,2,2,1,1,0,2,0,0,0,1,0,2,0
343,1,2,0,0,1,0,0,0,2,0,0,1,0,1,0,2,0,0,0,1,2,2,0,1,1,2,0,1,0,1,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0,5,5,0,4,4,4,0
344,0,1,1,1,0,0,2,1,0,2,0,0,2,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,0,2,0,4,0,4,1,2
345,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,2,2,0,0,0,1,1,0,0,0,2,0,2,0,0,5,4,4,4,4,4,0,5,4,5,4,4,5,0,5,0,0,0,0,1,0,0
346,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,2,0,0,4,4,5,4,4,4,4,4,4,4,4,0,0,0,0,1,2,2,1,0,0,0,1,0,0,1,2,0,2,0,0,0,0
347,1,1,2,2,1,0,1,1,0,0,5,0,4,4,4,0,0,4,4,1,0,2,2,0,1,2,0,2,1,0,1,0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0,2,0,1,0,1
348,0,0,1,1,0,0,0,2,0,0,5,4,5,4,4,4,4,4,4,2,1,0,0,1,0,0,1,0,0,0,2,1,2,2,0,1,1,0,0,0,2,1,2,0,0,1,2,0,1,0,0,0
349,0,2,2,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,5,5,5,0,2
350,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,2,4,5,0,4,4,5,4,4,4,0,4,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0
351,4,4,4,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0
352,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,1,0,0,1,5,0,0,5,4,5,0,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0
353,1,1,2,0,2,1,2,0,0,2,0,0,1,1,0,4,0,4,0,1,0,0,1,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,2,1,0,0,1,0
354,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,4,0,1,1,1,0,0,2,0,0,2,2,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0
355,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,0,1
356,0,0,0,0,0,0,1,2,1,1,1,0,0,0,2,0,0,2,1,0,0,1,1,1,1,0,2,0,0,0,2,0,2,0,1,0,1,0,0,1,1,1,0,0,2,0,2,4,4,4,2,0
357,1,2,1,0,2,1,0,0,1,0,0,2,0,1,1,0,0,2,0,4,0,5,4,4,5,4,5,4,5,4,2,0,0,1,0,0,1,0,0,0,0,0,2,1,2,0,1,0,1,0,0,1
358,0,5,5,4,4,0,0,0,1,0,0,2,0,1,2,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,2,1,0,1,2,0,0,1,0,2,0,0
359,1,0,0,2,2,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,2,2,2,1,2,0,2,1,0,0,0,0,0,2,1,0,2,0,0,4,4,4,4,0,5,4
360,1,0,1,1,2,0,1,0,0,1,1,1,0,1,2,0,0,0,0,2,2,0,2,1,0,2,1,0,1,2,1,1,2,0,0,0,2,0,2,0,0,1,2,0,0,0,1,4,5,4,0,0
361,1,2,1,0,2,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,2,4,4,5,4,0,5,5
362,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,2,0,0,0,1,2,1,0,1,2,0,1,1,2,1,0,0,2,4,4,0,4,4,4,4
363,0,0,1,0,0,0,0,2,2,0,0,1,0,1,0,0,1,0,1,1,2,1,2,2,0,0,2,0,2,0,0,2,1,2,2,0,2,0,2,0,2,1,1,0,0,5,4,5,0,4,4,4
364,0,1,1,0,0,0,1,2,0,1,0,0,1,0,0,1,0,1,0,4,5,0,0,0,4,4,0,5,4,4,0,1,0,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2
365,4,5,5,5,4,0,1,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,1,2,0,0,0,1,0,1,0,0,2,0
366,0,2,1,0,2,0,0,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,2,2,0,2,0,0,2,0,2,0,0,0,1,0,1,2,0,1,5,4,5,5,4,4,4
367,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,1,2,4,4,4,0,4,5,4,5,0,4,4,2,1,1,0,0,1,2,0,0,1,2,2,1,0,1,1,0,0,0,0,1,0
368,4,0,5,4,5,1,1,0,1,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,2,2,1,1,0,0,2,0,0,2,0,2,0,0,0,0,1,2,0,0,1,2,1
369,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,5,0,5,4,5,4,4,5,4,4,0,1,1,0,0,0,0,2,0,0,1,0,2,0,0,2,1,0,1,0,1,2
370,0,1,1,0,1,0,1,2,2,2,0,0,0,2,1,5,5,4,0,0,1,2,0,0,0,1,0,1,0,2,2,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0
371,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,4,4,4,1,0
372,1,0,2,0,0,0,0,1,0,0,4,0,4,4,0,5,4,4,5,0,1,0,1,1,1,0,1,0,0,0,2,0,1,0,2,2,0,0,0,0,2,1,0,1,1,0,0,1,0,0,2,2
373,0,1,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,2,0,1,0,0,0,2,1,0,0,0,0,0,0,1,4,4,4,4,4,4,4
374,4,4,4,4,4,1,2,0,1,0,2,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,2,2,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
375,2,2,0,1,1,0,0,0,2,2,5,0,4,0,4,4,0,5,4,1,2,0,0,0,0,1,0,0,0,2,1,0,1,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,0,1,0,0
376,0,0,2,1,2,0,0,0,1,1,0,0,2,2,0,5,4,5,2,0,0,2,0,1,0,1,0,1,0,0,2,0,0,1,0,0,2,0,0,0,2,0,0,2,0,1,2,2,0,2,0,1
377,0,0,2,1,0,0,0,2,0,0,0,2,2,1,1,0,0,0,1,5,4,4,4,5,4,5,0,0,4,4,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
